genres,release_date,horas
"['Action', 'Indie']",2009,9719.0
['Strategy'],2005,53954.0
"['Action', 'Adventure', 'Strategy']",2009,5627.0
['Action'],2009,7717.0
"['Action', 'Adventure', 'Indie']",2007,94492.0
['Action'],2007,662714.0
['RPG'],2009,11138.0
"['Casual', 'Strategy']",2009,4988.0
"['Indie', 'Simulation']",2008,1748.0
['Racing'],2009,2143124.0
"['Action', 'Indie']",2009,24374.0
"['Casual', 'Indie']",2009,13461.0
['Indie'],2009,340.0
"['Simulation', 'Strategy']",2009,6806.0
['Casual'],2009,13931.0
['Casual'],2009,30541.0
['Casual'],2009,27.0
['RPG'],2009,162866.0
['Strategy'],2009,2227.0
"['Action', 'Adventure', 'RPG']",2009,88676.0
"['Action', 'Indie']",2009,131103.0
"['RPG', 'Strategy']",2008,247515.0
"['Casual', 'Simulation']",2009,4104.0
['Racing'],2009,2761.0
"['RPG', 'Strategy']",2005,13619.0
"['RPG', 'Strategy']",2002,34129.0
"['Indie', 'Simulation', 'Strategy']",2009,4790.0
"['Action', 'Simulation']",2009,261666.0
"['Action', 'Adventure']",2009,751999.0
"['Adventure', 'Indie']",Jun 2009,1997.0
['Strategy'],2004,37305.0
['RPG'],2007,5216628.0
['RPG'],2002,1599198.0
['Adventure'],2007,1864.0
['Simulation'],1999,26.0
['Simulation'],1998,136.0
['Strategy'],2008,8930.0
['Action'],2009,114349.0
['Adventure'],2007,1735.0
['Adventure'],2006,850.0
['Adventure'],2008,2564.0
['Adventure'],2007,2211.0
"['Casual', 'Indie']",2008,74722.0
"['Simulation', 'Sports']",2009,5431.0
['Adventure'],2009,48310.0
['Action'],2009,366187.0
"['Action', 'Adventure', 'Racing', 'Simulation', 'Strategy']",2007,22848.0
['Adventure'],1992,17047.0
['Action'],2003,646.0
['Action'],2005,5318132.0
['Adventure'],1989,3600.0
"['Action', 'Adventure']",2008,31152.0
['Adventure'],2009,128844.0
['Strategy'],2008,485.0
"['Action', 'Racing']",2009,2272.0
['Adventure'],2009,1173.0
['Sports'],2006,9212.0
['Adventure'],2006,1250.0
['Action'],2007,38122.0
['Adventure'],2006,3689.0
"['Action', 'Casual']",2008,847.0
"['Simulation', 'Strategy']",2009,20019.0
['Casual'],2009,1722.0
['Action'],2008,15393.0
"['Action', 'Adventure']",2009,23309.0
['Action'],2009,3138.0
"['Action', 'Indie']",2009,26158.0
"['Adventure', 'RPG']",2003,2912916.0
"['Indie', 'Casual']",2009,77230.0
['RPG'],1998,382964.0
['Strategy'],2001,87675.0
['Action'],1999,9524.0
['Adventure'],2009,30479.0
['Casual'],2009,11166.0
['Casual'],2009,809.0
"['Adventure', 'Indie']",2009,12956.0
['Action'],2005,133594.0
"['Action', 'Racing']",2009,46249.0
['Strategy'],2009,1617.0
['Simulation'],2009,23535.0
['Simulation'],2009,19205.0
"['Action', 'Adventure']",2009,76434.0
"['Adventure', 'Casual', 'Indie']",2009,9605.0
"['Adventure', 'Casual']",2009,1634.0
['Adventure'],2009,25820.0
['Action'],2009,1196.0
['Simulation'],2009,373.0
['RPG'],2009,203689.0
['Casual'],2009,2932.0
"['Adventure', 'Indie']",2009,148539.0
['Action'],2007,163913.0
['Racing'],2009,199359.0
['RPG'],2009,1775093.0
['Strategy'],2009,818077.0
['Strategy'],2009,973.0
['Action'],2009,12563.0
"['RPG', 'Strategy']",2009,70604.0
['Adventure'],2009,9795.0
['Strategy'],2009,3602.0
['Adventure'],2009,28147.0
['Strategy'],2009,49028.0
"['Action', 'Indie']",2009,47629.0
"['Action', 'RPG']",2009,79992.0
['Strategy'],2005,2183.0
['Strategy'],2003,1816.0
"['Action', 'Indie']",2009,423155.0
['Adventure'],2009,2343.0
['RPG'],2009,2583332.0
"['Action', 'RPG', 'Indie']",2009,3414.0
"['Indie', 'Casual']",2009,2466.0
['Strategy'],2009,3914.0
['Action'],2009,5547750.0
['Adventure'],2009,619046.0
['RPG'],2007,397501.0
['RPG'],2008,305128.0
['Strategy'],2007,556946.0
"['Indie', 'Casual']",2008,8576.0
['Strategy'],2009,355778.0
"['Indie', 'Simulation', 'Strategy']",2009,306999.0
['Simulation'],2009,246339.0
"['Action', 'Adventure', 'RPG']",2005,48762.0
['Action'],2009,119639.0
['Action'],2009,712220.0
['RPG'],2009,5762510.0
['Simulation'],2007,974.0
['Simulation'],2008,166.0
['Simulation'],2009,297.0
"['Casual', 'Simulation']",2009,373.0
['Casual'],2009,828.0
"['Action', 'Adventure']",2008,293811.0
"['Action', 'Indie', 'RPG']",2010,19302.0
['Simulation'],2009,9967.0
"['Action', 'Free to Play', 'Indie']",2010,619130.0
['Casual'],2008,4731.0
['Casual'],2010,110.0
['Casual'],2009,364.0
['Casual'],2007,2229.0
['Casual'],2009,3904.0
['Casual'],2010,880.0
"['Strategy', 'Casual']",2010,920.0
"['Adventure', 'Casual']",2010,0.0
['Strategy'],2010,25854.0
['Adventure'],2010,155591.0
['Sports'],2010,140.0
"['Action', 'Indie', 'Racing']",2010,5180.0
['Action'],2010,6644.0
['Casual'],2007,1239.0
"['Action', 'Indie']",2001,59140.0
"['Action', 'RPG']",2010,39616648.0
['Action'],2010,38.0
"['Action', 'Indie']",2010,44755.0
['Action'],2010,130636.0
['Action'],2010,4127878.0
"['Action', 'Adventure']",2010,1611.0
['Indie'],2010,49970.0
"['Action', 'Casual', 'Indie']",2010,493469.0
"['Simulation', 'Strategy']",2010,7326.0
"['Adventure', 'Indie']",2010,22938.0
['Action'],2003,2285.0
['Action'],2001,1434.0
"['Casual', 'Indie']",2010,732.0
['Casual'],2006,236.0
"['Casual', 'Indie']",2008,626.0
['Casual'],2008,22.0
['Casual'],2009,896.0
['Casual'],2009,821.0
['Casual'],2007,215.0
['Casual'],2009,1062.0
['Casual'],2010,102.0
['Casual'],2008,365.0
['Casual'],2007,48.0
['Casual'],2009,0.0
"['Action', 'Adventure', 'Casual']",2010,106.0
"['Action', 'Indie']",2008,29382.0
"['Action', 'Adventure']",2010,2467.0
['Indie'],2010,24420.0
"['Action', 'Indie']",2010,18141.0
['Casual'],2010,22466.0
"['Casual', 'Indie']",2010,369.0
"['Action', 'Adventure', 'Casual', 'RPG']",2010,296875.0
"['Action', 'RPG']",2010,234659.0
['Action'],2010,43825.0
"['Simulation', 'Strategy']",2003,1358050.0
"['Strategy', 'RPG']",2010,73871.0
"['Casual', 'Indie']",2010,7697.0
"['Action', 'Casual', 'Indie']",2010,4218.0
['RPG'],2008,406.0
['Action'],2010,94169.0
"['Simulation', 'Strategy']",2010,235679.0
['Strategy'],2010,12602.0
['Action'],2011,2824310.0
"['RPG', 'Casual']",2010,126887.0
['Action'],2010,7301.0
['Strategy'],2010,13761.0
['Simulation'],2010,137588.0
['Strategy'],2010,864012.0
"['Indie', 'Simulation', 'Strategy']",2010,63147.0
"['Action', 'Simulation', 'Strategy']",2010,71592.0
['Strategy'],2010,1814459.0
['Simulation'],2010,3002.0
['Strategy'],2002,46090.0
['Adventure'],2010,33566.0
['Casual'],2010,60610.0
"['Action', 'Indie']",2010,208191.0
"['Action', 'Adventure', 'Indie']",2010,1429339.0
"['RPG', 'Indie']",2010,563410.0
"['Action', 'Casual', 'Indie']",2010,3320.0
['Simulation'],2010,135720.0
"['Indie', 'Simulation']",2010,109788.0
"['Casual', 'Indie']",2010,289297.0
['Strategy'],2010,63598.0
"['RPG', 'Strategy']",2010,166778.0
['Strategy'],2010,82380684.0
"['Action', 'Indie']",2002,37209.0
"['Indie', 'Strategy']",2010,62849.0
"['Action', 'Adventure']",2010,42871.0
['Action'],2010,32419.0
"['Action', 'Adventure']",2010,1673629.0
"['Simulation', 'Strategy']",1999,14328.0
['Strategy'],2010,21507.0
"['Simulation', 'Strategy']",2000,1001.0
"['RPG', 'Strategy']",Oct 2010,33840.0
"['Adventure', 'Casual', 'Simulation']",2010,12478.0
"['Adventure', 'Casual', 'Indie', 'Simulation']",2010,23944.0
"['RPG', 'Strategy']",Oct 2010,43926.0
"['RPG', 'Strategy']",Oct 2010,31293.0
['Action'],2010,430740.0
"['Indie', 'RPG', 'Strategy']",2010,41449.0
"['Action', 'Adventure']",2010,126411.0
"['Adventure', 'Casual', 'Indie']",2010,7633.0
"['Action', 'RPG']",2010,34473323.0
"['Action', 'Casual', 'Indie']",2010,10971.0
"['Adventure', 'Indie']",2010,8414.0
"['Indie', 'Racing']",2010,9784.0
"['Action', 'Indie', 'RPG']",2010,59211.0
"['Action', 'Indie']",2010,85322.0
"['Action', 'Adventure', 'Indie']",2010,57795.0
['Action'],2010,425819.0
"['Action', 'Casual']",2010,32188.0
"['RPG', 'Simulation', 'Strategy']",2010,28761.0
"['Action', 'Casual', 'Indie']",2010,75019.0
['Casual'],2010,956.0
"['Adventure', 'Indie']",2010,1445.0
['Action'],2010,4298.0
['Casual'],2009,521.0
['Adventure'],2010,851.0
"['Casual', 'Indie']",2007,3668.0
"['Strategy', 'Indie']",2010,2851.0
['Action'],2010,8752303.0
"['Casual', 'Indie']",2010,2029.0
"['Action', 'Adventure', 'Strategy']",2010,63215.0
"['Action', 'Adventure', 'Strategy']",2010,105010.0
"['Casual', 'Indie']",2010,25222.0
['Adventure'],2010,100625.0
['Action'],2002,304821.0
['Action'],2005,3224187.0
['Action'],2003,814989.0
"['Action', 'Indie']",2011,248.0
"['Action', 'Indie']",2011,52130.0
"['Action', 'Indie', 'Strategy']",2011,15839.0
['Action'],2011,638127.0
"['Adventure', 'Casual']",2011,1736.0
['Adventure'],2011,1304.0
"['Action', 'Strategy', 'Indie', 'Sports']",2011,494279.0
"['Action', 'Adventure', 'Casual']",2011,7560.0
['Simulation'],2009,6412164.0
"['Casual', 'Indie']",2011,1696.0
['Casual'],2011,509.0
"['Action', 'Casual', 'Indie']",2011,3096.0
"['Adventure', 'Casual']",2011,5291.0
['RPG'],2011,526043.0
['Casual'],2011,2348.0
['Racing'],Feb 2011,1038354.0
"['RPG', 'Strategy']",2011,93383.0
['RPG'],2011,10839.0
['Strategy'],2011,50552.0
"['Action', 'Indie']",2011,334605.0
['Action'],2011,659798.0
"['Casual', 'Indie', 'Simulation', 'Strategy']",2011,30658.0
['Indie'],2011,783.0
"['Free to Play', 'Massively Multiplayer', 'RPG']",2013,7437432.0
"['Indie', 'Casual']",2011,2161.0
['Action'],2011,1562.0
['Racing'],2011,73888.0
"['Action', 'Indie', 'Strategy']",2011,175080.0
['Strategy'],2010,10559.0
['Strategy'],2011,261306.0
"['Action', 'Indie']",2011,1167320.0
['Strategy'],2011,31048.0
"['Action', 'Adventure']",2011,26439449.0
"['Action', 'Casual', 'Indie', 'Strategy']",2011,1413934.0
['Strategy'],2011,146441.0
"['Indie', 'Strategy']",2011,400447.0
"['Action', 'Adventure']",2011,35630.0
"['Adventure', 'Casual', 'Indie']",2011,25745.0
['Adventure'],2009,8132.0
['Adventure'],2005,19137.0
"['Action', 'RPG']",2011,289722.0
['Action'],2011,673659.0
"['Action', 'Free to Play']",2011,290982.0
"['Free to Play', 'Massively Multiplayer', 'RPG']",2009,2055759.0
"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2011,17259605.0
['Strategy'],2011,12043.0
['Indie'],2011,945.0
['Strategy'],2011,943833.0
"['Indie', 'Casual']",2011,7128.0
"['Indie', 'Casual']",2011,302457.0
['Strategy'],2011,582.0
['Strategy'],2011,747.0
['Strategy'],2011,145.0
['Action'],2011,729225.0
"['Action', 'RPG']",2011,15889.0
['Racing'],2011,73871.0
"['Adventure', 'Casual']",2011,27121.0
"['Action', 'Adventure', 'Indie']",2011,3167.0
['Simulation'],2011,90442.0
"['Indie', 'Casual']",2011,19665.0
"['Adventure', 'Indie', 'RPG']",2011,42659.0
['Adventure'],2010,2796.0
"['Action', 'Simulation', 'Strategy']",2011,221406.0
"['Simulation', 'Strategy']",2011,2853513.0
['Adventure'],2011,3975.0
['Adventure'],2010,2190.0
"['Indie', 'Casual']",2011,1683.0
"['Action', 'Indie']",2011,80045.0
['Indie'],2011,87065.0
"['Action', 'Indie', 'RPG', 'Strategy']",2011,1084333.0
"['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Strategy']",2011,426680.0
"['Action', 'Adventure', 'RPG']",2011,28441.0
['Action'],2011,2123562.0
['Strategy'],2011,64886.0
"['Action', 'Indie']",2012,106034.0
"['Action', 'Indie']",2011,4780.0
"['Action', 'Indie', 'Racing', 'Strategy']",2011,230586.0
"['Action', 'Massively Multiplayer', 'Simulation']",2011,9225814.0
"['Action', 'Adventure']",2011,78996.0
"['RPG', 'Simulation', 'Strategy']",2011,27866.0
"['Action', 'Indie']",2011,1436.0
['Adventure'],2010,8178.0
"['Action', 'Indie']",2011,35522.0
"['RPG', 'Strategy']",2011,1526309.0
['Strategy'],2011,2215714.0
"['Action', 'Adventure', 'Indie', 'RPG']",2011,16383565.0
"['Racing', 'Simulation']",2011,28656.0
['Strategy'],2007,369062.0
"['Action', 'Simulation']",2011,47953.0
"['Action', 'Adventure']",2011,329246.0
['Strategy'],2011,19918.0
"['Casual', 'Simulation', 'Strategy']",2011,16322.0
"['Adventure', 'Casual', 'RPG']",2011,221209.0
"['Action', 'Indie', 'RPG']",2011,14684.0
"['Indie', 'RPG']",2011,77619.0
"['Casual', 'Indie', 'Strategy']",2011,19990.0
"['Simulation', 'Strategy']",2011,19397.0
['RPG'],2011,3971.0
"['Action', 'Indie']",2011,31501.0
['Action'],2011,11732.0
['Action'],2011,739904.0
['Adventure'],2011,1868.0
"['Adventure', 'Strategy']",2011,2124648.0
"['Indie', 'Casual']",2011,10991.0
"['Indie', 'Racing']",2011,40783.0
['Strategy'],2010,908.0
['Strategy'],2011,308370.0
"['Action', 'Free to Play', 'Massively Multiplayer']",2011,14347147.0
"['Adventure', 'Indie']",2012,12752.0
['Racing'],2011,13167.0
['Action'],2011,75889.0
"['Action', 'Simulation']",2011,579687.0
"['Action', 'Adventure', 'Indie']",2013,1419758.0
"['Action', 'Indie']",2011,10835.0
"['Action', 'Adventure', 'RPG']",2011,933478.0
"['Indie', 'Strategy']",2012,31742.0
"['RPG', 'Strategy']",2012,48017.0
"['Action', 'Indie']",2005,189079.0
"['Action', 'Indie', 'RPG']",2012,45513.0
"['Free to Play', 'Massively Multiplayer', 'RPG']",2010,7464778.0
"['RPG', 'Simulation', 'Strategy']",2012,325588.0
"['Action', 'Indie']",2012,3889.0
"['Action', 'Casual', 'Indie']",2012,38695.0
"['Casual', 'Indie', 'Racing']",2012,28636.0
"['Action', 'Casual', 'Indie']",2012,49888.0
"['RPG', 'Simulation', 'Strategy']",2012,9877451.0
"['Action', 'Adventure']",2012,1006373.0
['Action'],2011,77290.0
"['RPG', 'Simulation']",2012,5450.0
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2012,20181207.0
"['Adventure', 'Casual']",2012,8601.0
"['Adventure', 'Indie']",2012,10112.0
"['Action', 'Adventure']",2012,154794.0
['Action'],2012,4643.0
"['Action', 'Indie', 'Strategy']",2012,71993.0
"['Casual', 'Indie', 'Strategy']",2012,42203.0
"['Action', 'Indie', 'Casual']",2012,3696.0
"['Adventure', 'Indie']",2012,169820.0
"['Casual', 'Indie']",2012,6454.0
"['Action', 'Adventure', 'Indie']",2012,44702.0
['Strategy'],2012,8188.0
['Simulation'],2012,5224.0
"['Casual', 'Indie', 'Strategy']",2012,267.0
"['Indie', 'Strategy']",2012,87086.0
"['Adventure', 'Casual']",2012,3106.0
"['Action', 'Indie', 'Casual']",2012,456.0
"['Action', 'Adventure', 'RPG']",2012,50725.0
"['Adventure', 'Indie', 'Strategy']",2012,70322.0
"['Action', 'Indie']",2012,1226.0
"['Action', 'Adventure', 'Indie']",2012,22649.0
['Adventure'],2012,8035.0
"['Action', 'Indie']",2012,1462.0
"['Adventure', 'Casual']",2012,3280.0
"['Adventure', 'Casual']",2012,3650.0
"['Casual', 'Indie']",2012,65418.0
['Racing'],2012,52570.0
"['Indie', 'Strategy']",2012,19297.0
"['Action', 'RPG', 'Strategy']",2012,15159.0
"['Casual', 'Indie', 'RPG']",2012,63625.0
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2014,5995.0
['Action'],2012,416.0
['RPG'],2012,284095.0
['Action'],2012,125390.0
['Indie'],2012,68154.0
"['Action', 'Casual', 'Simulation', 'Strategy']",2012,161619.0
['Adventure'],2012,0.0
"['Casual', 'Indie']",2012,9599.0
['Action'],2012,90713.0
"['Action', 'Indie', 'RPG']",2012,4097.0
"['Indie', 'Simulation', 'Strategy']",2012,12125.0
"['Casual', 'Indie', 'Strategy']",2012,137760.0
"['Action', 'Adventure', 'RPG']",2012,150875.0
['Action'],2012,2099391.0
"['Free to Play', 'Massively Multiplayer', 'RPG']",2012,2794339.0
"['Indie', 'Casual']",2012,20462.0
['Indie'],2012,141565.0
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",2012,84895.0
"['Action', 'Adventure']",2012,423444.0
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2012,3708302.0
"['Indie', 'RPG']",2012,85930.0
"['Adventure', 'Indie']",2012,30059.0
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2012,951191.0
['Action'],2012,584804.0
"['Casual', 'Strategy']",2012,297910.0
"['Action', 'Free to Play']",2012,3048414.0
['RPG'],2002,46235.0
"['Action', 'Indie', 'Casual']",2012,29313.0
['Action'],2012,1102.0
['Adventure'],2012,65183.0
"['Action', 'Indie', 'Strategy']",2012,120098.0
['Action'],2012,20189.0
['Action'],2012,31754.0
"['Action', 'Racing']",2012,44184.0
"['Indie', 'Strategy']",2012,751137.0
"['Action', 'Strategy']",2012,96503.0
"['Action', 'Indie', 'Simulation', 'Strategy']",2012,91628.0
['Action'],2012,785184267.0
"['Action', 'Adventure']",,4766319.0
['RPG'],2005,2439848.0
"['Action', 'Indie', 'RPG']",2010,9782.0
"['Indie', 'Casual']",2012,1147.0
['Indie'],2012,42848.0
"['Action', 'Adventure']",2012,5270681.0
"['Adventure', 'Indie', 'RPG']",2011,247287.0
"['Action', 'Indie']",2012,82199.0
"['Action', 'Indie', 'Casual']",2012,8675.0
['Action'],2012,143854.0
['Adventure'],2012,72530.0
['Action'],2012,12886.0
"['Action', 'Strategy']",2012,108611.0
['Animation &amp; Modeling'],2012,11370.0
"['Action', 'Indie', 'Strategy']",2012,321598.0
"['Action', 'Indie']",2012,12724.0
"['Adventure', 'Indie']",2012,58474.0
['Action'],2012,504006.0
"['Casual', 'Simulation']",2012,206925.0
"['Adventure', 'Indie']",2012,40816.0
"['Indie', 'Strategy']",2012,66046.0
"['Action', 'Indie']",2012,908722.0
"['Action', 'Indie']",2012,89945.0
"['Strategy', 'Casual']",2012,115711.0
"['Action', 'Indie']",2012,2685425.0
"['Free to Play', 'Massively Multiplayer', 'RPG']",2012,60566.0
"['Action', 'Adventure', 'Indie', 'Simulation']",2012,3425754.0
['Action'],2006,45332.0
['RPG'],2004,9673.0
['RPG'],2012,241528.0
"['Action', 'Adventure', 'Indie']",2003,2132096.0
['Racing'],2012,17852.0
"['Adventure', 'Indie']",2012,83291.0
"['Indie', 'Strategy']",2012,12518.0
"['Action', 'Indie']",2012,12385.0
"['Action', 'Adventure', 'Indie']",2012,21504.0
"['Action', 'Indie', 'Simulation']",2012,44665.0
['Adventure'],2012,394.0
['Action'],2012,2826514.0
"['RPG', 'Strategy']",2004,25036.0
"['Action', 'Adventure', 'Indie']",2012,43574.0
['Action'],2012,17837.0
"['Action', 'Indie']",2012,112013.0
"['Racing', 'Simulation', 'Sports']",2005,5008.0
"['Adventure', 'Indie']",2012,8594.0
"['Adventure', 'Indie']",2012,23786.0
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Simulation']",2012,1694382.0
"['Strategy', 'Indie', 'Casual']",2012,112411.0
"['Action', 'Adventure']",2003,13931.0
"['Action', 'Adventure']",2012,21684.0
"['Action', 'Adventure']",2001,12300.0
"['Action', 'Simulation', 'Strategy']",2012,7723.0
"['Adventure', 'Indie']",2012,18297.0
['Adventure'],2012,4988.0
['RPG'],2012,186765.0
"['Adventure', 'Casual']",2013,1184.0
"['Action', 'Indie']",2013,9271.0
"['Action', 'Strategy', 'Casual']",2013,65297.0
"['Action', 'Indie', 'Simulation']",2013,158585.0
['Adventure'],2013,105629.0
"['Action', 'Simulation']",2013,143813.0
"['Action', 'Adventure']",2013,820705.0
"['Action', 'Indie']",2013,14974.0
"['Casual', 'Indie']",2013,302.0
['Utilities'],,206251.0
['Simulation'],2013,275931.0
"['Action', 'Indie']",2013,103028.0
"['Action', 'Adventure', 'Indie', 'Strategy']",2013,12787.0
"['Casual', 'Indie', 'Strategy']",2013,2248.0
"['Simulation', 'Strategy']",2013,40211.0
['Action'],2013,1507.0
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",2013,43710.0
"['Adventure', 'Indie', 'Simulation']",2013,17030.0
"['Action', 'Adventure', 'Indie']",2013,1594.0
"['Action', 'Indie']",2013,30979.0
"['Action', 'Racing']",2013,1012438.0
"['Action', 'Indie']",1997,53377.0
"['Action', 'Adventure']",2013,1558107.0
"['Indie', 'Casual']",2013,5279.0
"['Action', 'Adventure', 'Indie']",2013,58753.0
"['Adventure', 'Indie', 'RPG']",2013,196082.0
"['Action', 'Adventure']",2013,8165.0
"['Indie', 'Simulation', 'Sports', 'Strategy']",2013,28960.0
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",2013,68392.0
"['Indie', 'Strategy']",2013,63086.0
"['Adventure', 'Indie']",2013,36862.0
"['Action', 'Indie', 'Simulation']",2013,2104273.0
['Massively Multiplayer'],2013,80.0
['Action'],2013,276845.0
"['Indie', 'Strategy']",2013,194409.0
"['Action', 'RPG']",2013,119324.0
"['Casual', 'Sports']",2013,1816986.0
"['Indie', 'Strategy']",2013,288916.0
"['Action', 'Indie', 'Strategy']",2013,2458733.0
"['Action', 'Adventure', 'Indie']",2013,17192.0
"['Education', 'Software Training', 'Utilities', 'Web Publishing']",2017,9713.0
"['Indie', 'Simulation', 'Strategy']",2013,547725.0
"['Action', 'Adventure', 'Casual']",1983,3582.0
"['Action', 'Indie']",2013,7726.0
"['Action', 'Adventure']",2013,321017.0
"['Action', 'Adventure']",2013,311630.0
['Casual'],2013,4212.0
"['Casual', 'Simulation']",2013,30164.0
"['Indie', 'RPG']",2013,52624.0
"['Casual', 'Indie', 'Simulation', 'Strategy']",2013,23171.0
"['Casual', 'Indie', 'RPG', 'Strategy']",2013,162558.0
"['Indie', 'RPG']",2013,376465.0
"['Action', 'Adventure', 'RPG']",2013,17656.0
['Strategy'],2013,11496852.0
['Action'],2013,1556771.0
"['Action', 'Indie']",2013,76781.0
"['Action', 'Free to Play']",2013,2004210.0
