año_posted,count,app_name
2011,3,Napoleon: Total War™
2011,5,
2011,2,
2011,1,
2011,1,Peggle Extreme
2011,1,Sniper: Ghost Warrior
2011,3,Red Orchestra 2: Heroes of Stalingrad with Rising Storm
2011,1,Dwarfs!?
2011,1,Trine Enchanted Edition
2011,1,Foreign Legion: Buckets of Blood
2011,1,
2011,1,Half-Life 2: Episode One
2011,1,Psychonauts
2011,1,Faerie Solitaire
2011,1,
2011,3,RIFT
2011,16,Portal
2011,19,Garry's Mod
2011,1,Supreme Commander 2
2011,4,Super Meat Boy
2011,2,
2011,3,Altitude
2011,1,Torchlight
2011,1,Earthworm Jim 3D
2011,1,Gratuitous Space Battles
2011,3,Half-Life 2: Episode Two
2011,5,Call of Duty®: Black Ops
2011,6,Magicka
2011,1,Victoria II
2011,3,
2011,81,Team Fortress 2
2011,2,
2011,1,S.T.A.L.K.E.R.: Shadow of Chernobyl
2011,1,Wings of Prey
2011,3,Company of Heroes - Legacy Edition
2011,1,Dark Void™
2011,1,Medieval II: Total War™
2011,1,Rome: Total War™ - Collection
2011,1,Command & Conquer 4: Tiberian Twilight
2011,1,Assassin’s Creed® Brotherhood
2011,2,Mount & Blade: Warband
2011,1,Mount & Blade: With Fire & Sword
2011,1,Greed Corp
2011,1,
2011,3,Beat Hazard
2011,2,Left 4 Dead
2011,2,Mafia II
2011,1,Burn Zombie Burn!
2011,8,Left 4 Dead 2
2011,3,Atom Zombie Smasher
2011,2,"Warhammer 40,000: Space Marine"
2011,2,Saints Row: The Third
2011,1,Saints Row: The Third Initiation Station
2011,3,
2011,3,Dota 2
2011,1,NyxQuest: Kindred Spirits
2011,1,Amnesia: The Dark Descent
2011,1,
2011,3,Duke Nukem Forever
2011,1,Jolly Rover
2011,1,STAR WARS™ Jedi Knight II - Jedi Outcast™
2011,1,"Star Wars: Battlefront 2 (Classic, 2005)"
2011,1,Age of Wonders
2011,1,Zen Bound 2
2011,26,Portal 2
2011,1,Flight Control HD
2011,7,Alien Swarm
2011,2,Monday Night Combat
2011,1,Swords and Soldiers HD
2011,2,BIT.TRIP RUNNER
2011,1,Fantasy Wars
2011,1,Men of War: Vietnam
2011,1,Dungeon Defenders
2011,1,Hitman: Blood Money
2011,1,Just Cause
2011,1,Deus Ex: Game of the Year Edition
2011,1,
2011,2,Half-Life
2011,1,VVVVVV
2011,1,Sonic Generations Collection
2011,12,
2011,1,Sengoku
2011,1,BioShock™
2011,1,X-COM: UFO Defense
2011,1,Men of War™
2011,1,Counter-Strike: Condition Zero
2011,1,APOX
2011,4,Just Cause 2
2011,1,EVE Online
2011,2,Sid Meier's Civilization® V
2011,5,Borderlands
2011,1,DOOM 3
2011,1,Anomaly: Warzone Earth
2011,5,
2011,1,E.Y.E: Divine Cybermancy
2011,1,Commander Keen
2011,2,RAGE
2011,1,A.R.E.S.: Extinction Agenda
2011,2,SpaceChem
2011,1,Revenge of the Titans
2011,1,Jamestown
2011,4,Saints Row 2
2011,1,Section 8®: Prejudice™
2011,2,Frozen Synapse
2011,1,Hard Reset Extended Edition
2011,1,Champions Online
2011,2,Dungeons of Dredmor
2011,2,NightSky
2011,6,Spiral Knights
2011,1,Puzzle Pirates
2012,3,Counter-Strike
2012,1,Call of Duty: World at War
2012,1,Prototype™
2012,7,Call of Duty®: Modern Warfare® 2
2012,1,Orcs Must Die!
2012,1,Warp
2012,7,Super MNC
2012,1,Empire: Total War™
2012,5,
2012,43,Terraria
2012,1,Tobe's Vertical Adventure
2012,3,Aliens vs. Predator™
2012,9,Bastion
2012,1,Cthulhu Saves the World
2012,1,
2012,1,Rochard
2012,2,
2012,6,Alan Wake
2012,2,Crysis 2 - Maximum Edition
2012,2,
2012,1,TrackMania Nations Forever
2012,1,L.A. Noire
2012,1,Gumboy Tournament
2012,11,The Binding of Isaac
2012,2,APB Reloaded
2012,4,Fallen Earth Free2Play
2012,1,Red Orchestra: Ostfront 41-45
2012,2,Grand Theft Auto: San Andreas
2012,3,
2012,1,SlamIt Pinball Big Score
2012,15,Killing Floor
2012,2,
2012,4,AudioSurf
2012,1,
2012,1,Unreal Tournament 3 Black
2012,1,Unreal Tournament 2004: Editor's Choice Edition
2012,1,Far Cry®
2012,1,Uplink
2012,1,DEFCON
2012,1,IL-2 Sturmovik: 1946
2012,1,Brothers in Arms: Hell's Highway™
2012,1,"Warhammer 40,000: Dawn of War II"
2012,1,Oddworld: Abe's Oddysee®
2012,1,F.E.A.R. 2: Project Origin
2012,1,Trials 2: Second Edition
2012,1,Sid Meier's Civilization V: Gods and Kings
2012,9,Tribes: Ascend
2012,1,Crysis Warhead®
2012,1,SPORE™
2012,8,Mirror's Edge™
2012,2,Mass Effect
2012,1,Command & Conquer: Red Alert 3
2012,5,Zombie Panic! Source
2012,2,Age of Chivalry
2012,1,Synergy
2012,1,"Pirates, Vikings, and Knights II"
2012,1,"Precipice of Darkness, Episode Two"
2012,7,Source Filmmaker
2012,1,Team Fortress Classic
2012,3,Quantum Conundrum
2012,19,Realm of the Mad God
2012,2,XCOM: Enemy Unknown
2012,2,Torchlight II
2012,1,Sonic CD
2012,5,Orcs Must Die! 2
2012,1,
2012,1,Sleeping Dogs
2012,1,Galactic Civilizations® II: Ultimate Edition
2012,2,Call of Duty®: Black Ops II
2012,1,Hitman: Absolution™
2012,1,Warlock - Master of the Arcane
2012,2,Crusader Kings II
2012,3,
2012,3,
2012,4,Max Payne 3
2012,5,Awesomenauts - the 2D moba
2012,4,Castle Crashers®
2012,1,Retro City Rampage™ DX
2012,1,Sins of a Solar Empire®: Rebellion
2012,1,Red Faction Guerrilla Steam Edition
2012,1,S.T.A.L.K.E.R.: Clear Sky
2012,6,Dishonored
2012,1,Port Royale 3
2012,5,Gotham City Impostors Free to Play
2012,2,To the Moon
2012,2,Dungeons & Dragons Online®
2012,2,AirMech Strike
2012,1,Indie Game: The Movie
2012,2,Cubemen
2012,1,Rayman® Origins
2012,1,English Country Tune
2012,16,The Walking Dead
2012,1,Symphony
2012,2,Endless Space® - Collection
2012,1,Doom 3: BFG Edition
2012,2,Assassin’s Creed® III
2012,1,Resident Evil: Operation Raccoon City
2012,1,The Witcher 2: Assassins of Kings Enhanced Edition
2012,1,Hero Academy
2012,1,Analogue: A Hate Story
2012,1,Fieldrunners
2012,13,Blacklight: Retribution
2012,1,
2012,1,F.E.A.R. 3
2012,1,Unmechanical
2012,2,DARK SOULS™: Prepare To Die™ Edition
2012,1,
2012,4,
2012,1,
2012,1,
2012,1,The Lord of the Rings Online™
2012,7,FTL: Faster Than Light
2012,1,Party of Sin
2012,1,Super Crate Box
2012,1,LEGO® Batman 2 DC Super Heroes™
2012,1,
2012,1,
2012,2,Primal Carnage
2012,1,
2012,16,PlanetSide 2
2012,1,Hotline Miami
2012,4,Chivalry: Medieval Warfare
2012,2,
2012,4,
2012,13,Half-Life 2
2012,1,World of Goo
2012,3,Far Cry 3
2012,1,Mount & Blade
2012,1,
2012,1,
2012,1,Penumbra: Black Plague Gold Edition
2012,1,Little Inferno
2012,1,Super Hexagon
2012,1,Zeno Clash
2012,1,Dead Pixels
2012,1,The Elder Scrolls III: Morrowind® Game of the Year Edition
2012,1,BRINK
2012,3,Fallout 3: Game of the Year Edition
2012,5,Fallout: New Vegas
2012,1,Worms Reloaded
2012,1,Wolfenstein 3D
2012,1,QUAKE
2012,16,Counter-Strike: Source
2012,2,Train Simulator
2012,5,DC Universe™ Online
2012,8,PAYDAY™ The Heist
2012,1,Bloody Good Time
2012,1,Burnout Paradise: The Ultimate Box
2012,1,Command & Conquer 3: Tiberium Wars
2012,1,Command & Conquer 3: Kane's Wrath
2012,2,Mass Effect 2
2012,1,Europa Universalis III Complete
2012,2,Vampire: The Masquerade - Bloodlines
2012,1,Call of Duty®
2012,1,Braid
2012,3,
2012,6,Day of Defeat: Source
2012,1,
2012,5,Poker Night at the Inventory
2012,1,Back to the Future: The Game
2012,1,LOOM™
2012,2,STAR WARS™ - Knights of the Old Republic™
2012,3,Lord of the Rings: War in the North
2012,1,Insaniquarium Deluxe
2012,2,
2012,1,
2012,10,Arma 2: Operation Arrowhead
2012,1,Half-Life 2: Lost Coast
2012,1,Napoleon: Total War™
2012,5,
2012,1,Peggle Extreme
2012,1,
2012,1,Batman: Arkham Asylum Game of the Year Edition
2012,5,Red Orchestra 2: Heroes of Stalingrad with Rising Storm
2012,2,Trine Enchanted Edition
2012,1,Trine 2: Complete Story
2012,1,Westward Collection
2012,1,Sniper Elite
2012,1,Half-Life 2: Episode One
2012,1,
2012,1,Psychonauts
2012,1,Fallout: A Post Nuclear Role Playing Game
2012,1,
2012,2,
2012,1,Dungeon Siege III
2012,2,Nation Red
2012,9,Portal
2012,39,Garry's Mod
2012,1,Supreme Commander 2
2012,1,Risen 2: Dark Waters
2012,3,Super Meat Boy
2012,2,The Misadventures of P.B. Winterbottom
2012,2,
2012,3,
2012,2,Torchlight
2012,1,S.T.A.L.K.E.R.: Call of Pripyat
2012,1,Gratuitous Space Battles
2012,1,
2012,13,
2012,3,Call of Duty®: Black Ops
2012,2,Magicka
2012,1,The Kings' Crusade
2012,1,Front Mission Evolved
2012,4,
2012,269,Team Fortress 2
2012,1,
2012,1,S.T.A.L.K.E.R.: Shadow of Chernobyl
2012,1,Secret of the Magic Crystals
2012,1,
2012,2,Company of Heroes - Legacy Edition
2012,1,"Warhammer® 40,000: Dawn of War® - Dark Crusade"
2012,1,Rome: Total War™ - Collection
2012,1,Need For Speed: Hot Pursuit
2012,1,LIMBO
2012,1,Might & Magic: Heroes VI
2012,1,
2012,11,Mount & Blade: Warband
2012,1,Mount & Blade: With Fire & Sword
2012,2,Natural Selection 2
2012,18,Borderlands 2
2012,1,Beat Hazard
2012,6,Left 4 Dead
2012,1,Mafia II
2012,4,Spec Ops: The Line
2012,1,Darksiders™
2012,36,Left 4 Dead 2
2012,1,Atom Zombie Smasher
2012,2,Red Faction®: Armageddon™
2012,1,MX vs. ATV Reflex
2012,1,"Warhammer 40,000: Space Marine"
2012,6,Saints Row: The Third
2012,1,Saints Row: The Third Initiation Station
2012,5,
2012,36,Dota 2
2012,3,Amnesia: The Dark Descent
2012,1,Tropico 3: Absolute Power
2012,2,Tropico 4
2012,1,Jagged Alliance - Back in Action
2012,1,Ricochet
2012,1,STAR WARS™ Jedi Knight - Jedi Academy™
2012,2,"Star Wars: Battlefront 2 (Classic, 2005)"
2012,29,Portal 2
2012,9,Alien Swarm
2012,1,Men of War: Assault Squad
2012,7,Dungeon Defenders
2012,1,Hitman: Blood Money
2012,2,Deus Ex: Game of the Year Edition
2012,3,Half-Life
2012,1,Tomb Raider: Legend
2012,1,Dino D-Day
2012,1,VVVVVV
2012,1,
2012,1,Streets of Rage 2
2012,1,
2012,1,Sonic Generations Collection
2012,1,Closure
2012,27,
2012,20,Counter-Strike: Global Offensive
2012,1,Cities in Motion
2012,1,Two Worlds II HD
2012,1,X-COM: Apocalypse
2012,2,BioShock™
2012,1,Men of War™
2012,2,Call of Duty® 4: Modern Warfare®
2012,11,Just Cause 2
2012,1,BioShock® 2
2012,4,Sid Meier's Civilization® V
2012,9,Borderlands
2012,1,Borderlands: The Zombie Island of Dr. Ned
2012,6,
2012,3,E.Y.E: Divine Cybermancy
2012,1,Post Apocalyptic Mayhem
2012,1,SpaceChem
2012,1,Dinner Date
2012,1,Supreme Commander: Forged Alliance
2012,1,
2012,2,
2012,1,Solar 2
2012,1,Section 8®: Prejudice™
2012,1,Magic: The Gathering - Duels of the Planeswalkers 2013
2012,1,Toy Soldiers
2012,1,Hard Reset Extended Edition
2012,1,
2012,1,Demolition Inc.
2012,1,Dungeons of Dredmor
2012,1,Renegade Ops
2012,6,Spiral Knights
2012,1,Puzzle Pirates
2013,7,Counter-Strike
2013,8,Call of Duty: World at War
2013,1,Prototype™
2013,11,Call of Duty®: Modern Warfare® 2
2013,1,Kingdoms of Amalur: Reckoning™
2013,1,Orcs Must Die!
2013,3,A.V.A. Alliance of Valiant Arms™
2013,2,Shank 2
2013,1,iBomber Defense
2013,1,Portal 2 - The Final Hours
2013,11,Super MNC
2013,2,ORION: Prelude
2013,9,Empire: Total War™
2013,1,Critical Mass
2013,3,
2013,1,
2013,5,Age of Empires® III: Complete Collection
2013,152,Terraria
2013,3,Aliens vs. Predator™
2013,17,Bastion
2013,2,Space Pirates and Zombies
2013,25,Arma 3
2013,2,Rochard
2013,4,
2013,7,Project Zomboid
2013,8,Alan Wake
2013,2,Crysis 2 - Maximum Edition
2013,13,
2013,1,
2013,19,Neverwinter
2013,3,TrackMania Nations Forever
2013,6,L.A. Noire
2013,7,Monaco: What's Yours Is Mine
2013,41,The Binding of Isaac
2013,1,Binding of Isaac: Wrath of the Lamb
2013,23,APB Reloaded
2013,6,Fallen Earth Free2Play
2013,1,Chains
2013,1,Overlord™
2013,5,Dragon Nest
2013,1,Red Orchestra: Ostfront 41-45
2013,1,Grand Theft Auto III
2013,1,Grand Theft Auto: Vice City
2013,6,Grand Theft Auto: San Andreas
2013,1,Max Payne
2013,4,Bully: Scholarship Edition
2013,21,
2013,2,Grand Theft Auto: Episodes from Liberty City
2013,1,FlatOut: Ultimate Carnage
2013,1,Port Royale 2
2013,93,Killing Floor
2013,2,
2013,1,
2013,13,AudioSurf
2013,1,
2013,1,Unreal Tournament 3 Black
2013,1,Unreal Tournament 2004: Editor's Choice Edition
2013,2,Tom Clancy's Rainbow Six® Vegas 2
2013,1,Beyond Good and Evil™
2013,1,DEFCON
2013,1,"Warhammer 40,000: Dawn of War II"
2013,2,Oddworld: Abe's Oddysee®
2013,1,Iron Warriors: T - 72 Tank Command
2013,1,Sid Meier's Civilization IV: Colonization
2013,1,Space Empires V
2013,1,
2013,20,Tribes: Ascend
2013,1,Crysis Warhead®
2013,3,SPORE™
2013,11,Mirror's Edge™
2013,1,Need for Speed Undercover
2013,1,SPORE™ Creepy & Cute Parts Pack
2013,1,Dragon Age: Origins
2013,4,Mass Effect
2013,7,Dead Space
2013,3,Command & Conquer: Red Alert 3
2013,12,Zombie Panic! Source
2013,2,Age of Chivalry
2013,4,Synergy
2013,1,"Pirates, Vikings, and Knights II"
2013,2,Dystopia
2013,1,INSURGENCY: Modern Infantry Combat
2013,1,Nuclear Dawn
2013,1,"Precipice of Darkness, Episode One"
2013,1,Unstoppable Gorg
2013,15,Source Filmmaker
2013,1,Defense Grid: The Awakening
2013,1,Two Worlds Epic Edition
2013,1,
2013,3,Far Cry® 2: Fortune's Edition
2013,1,Team Fortress Classic
2013,2,Worms Revolution
2013,26,Realm of the Mad God
2013,24,Batman: Arkham City - Game of the Year Edition
2013,18,XCOM: Enemy Unknown
2013,22,Torchlight II
2013,3,
2013,1,Revelations 2012
2013,1,Toki Tori 2+
2013,1,
2013,11,Orcs Must Die! 2
2013,1,
2013,1,
2013,1,Impire
2013,21,Sleeping Dogs
2013,1,Galactic Civilizations® II: Ultimate Edition
2013,1,Ridge Racer™ Unbounded
2013,1,Alan Wake's American Nightmare
2013,14,Call of Duty®: Black Ops II
2013,10,Hitman: Absolution™
2013,35,Tomb Raider
2013,3,America's Army: Proving Grounds
2013,1,Sonic the Hedgehog 4 - Episode II
2013,1,Binary Domain
2013,8,Crusader Kings II
2013,7,
2013,1,
2013,2,Fable - The Lost Chapters
2013,2,The Showdown Effect
2013,7,Max Payne 3
2013,1,The Bridge
2013,34,Awesomenauts - the 2D moba
2013,1,Serious Sam 2
2013,21,Castle Crashers®
2013,6,Call of Juarez® Gunslinger
2013,1,Infested Planet
2013,4,Sins of a Solar Empire®: Rebellion
2013,1,BIT.TRIP CORE
2013,1,BIT.TRIP FATE
2013,23,Dishonored
2013,1,Red Faction
2013,1,
2013,2,"Warhammer® 40,000: Dawn of War® II Chaos Rising"
2013,1,Insanely Twisted Shadow Planet
2013,3,Tiny and Big: Grandpa's Leftovers
2013,11,Gunpoint
2013,18,Gotham City Impostors Free to Play
2013,35,Saints Row IV
2013,3,To the Moon
2013,1,Dungeons & Dragons Online®
2013,14,AirMech Strike
2013,1,iBomber Defense Pacific
2013,2,Indie Game: The Movie
2013,7,SpeedRunners
2013,3,Legend of Grimrock
2013,7,ArcheBlade™
2013,1,Cubemen
2013,1,eXceed 3rd - Jade Penetrate Black Package
2013,1,Wizorb
2013,1,Rayman® Origins
2013,62,The Walking Dead
2013,1,
2013,1,Sacred Citadel
2013,9,Loadout
2013,3,Endless Space® - Collection
2013,1,Doom 3: BFG Edition
2013,1,Tryst
2013,11,Assassin’s Creed® III
2013,1,F1 2012™
2013,2,Omerta - City of Gangsters
2013,1,Dishonored: Dunwall City Trials
2013,3,STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™
2013,2,Blades of Time
2013,1,Game of Thrones
2013,1,The Witcher: Enhanced Edition Director's Cut
2013,13,Batman™: Arkham Origins
2013,1,Drunken Robot Pornography
2013,9,Guns of Icarus Online
2013,27,Call of Duty®: Ghosts
2013,7,The Witcher 2: Assassins of Kings Enhanced Edition
2013,1,
2013,1,Analogue: A Hate Story
2013,1,Mini Motor Racing EVO
2013,5,Strike Suit Zero
2013,1,Cortex Command
2013,1,R.A.W. Realms of Ancient War
2013,1,Splice
2013,1,Lone Survivor: The Director's Cut
2013,27,Blacklight: Retribution
2013,7,Sanctum 2
2013,3,F.E.A.R.
2013,2,F.E.A.R. 3
2013,1,They Bleed Pixels
2013,5,Deadlight
2013,24,DARK SOULS™: Prepare To Die™ Edition
2013,7,RaceRoom Racing Experience
2013,103,Starbound
2013,4,Star Conflict
2013,2,Vindictus
2013,7,
2013,2,
2013,1,Inversion™
2013,19,Sonic & All-Stars Racing Transformed
2013,2,The Lord of the Rings Online™
2013,1,Tom Clancy's Ghost Recon: Future Soldier™
2013,30,FTL: Faster Than Light
2013,9,Super Crate Box
2013,3,Sonic Adventure 2
2013,5,Dwarfs - F2P
2013,3,Magic 2014 — Duels of the Planeswalkers
2013,1,
2013,1,Gear Up
2013,1,LEGO The Lord of the Rings
2013,3,Mark of the Ninja
2013,1,Call of Duty: Black Ops - Mac Edition
2013,1,Thirty Flights of Loving
2013,1,The Basement Collection
2013,1,
2013,21,Total War™: ROME II - Emperor Edition
2013,1,Intrusion 2
2013,1,ROSE Online
2013,3,Secret World Legends
2013,9,Primal Carnage
2013,4,The Incredible Adventures of Van Helsing
2013,1,Home
2013,1,Dungeon-Party
2013,9,MapleStory
2013,8,
2013,1,Blood Bowl: Chaos Edition
2013,2,Resident Evil™ 5/ Biohazard 5®
2013,1,Of Orcs And Men
2013,1,Dementium II HD
2013,4,Rise of the Triad
2013,1,Worms Armageddon
2013,1,Driver® Parallel Lines
2013,3,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien
2013,6,Dungeonland
2013,92,PlanetSide 2
2013,1,
2013,1,
2013,1,Defender's Quest: Valley of the Forgotten (DX edition)
2013,97,PAYDAY 2
2013,6,Scribblenauts Unlimited
2013,1,Mercenary Kings
2013,24,Hotline Miami
2013,1,Ultratron
2013,1,The Banner Saga: Factions
2013,2,
2013,65,Chivalry: Medieval Warfare
2013,1,Proteus
2013,1,
2013,42,
2013,1,
2013,9,King Arthur's Gold
2013,1,
2013,18,Antichamber
2013,1,Edna & Harvey: Harvey's New Eyes
2013,2,Grim Dawn
2013,39,Half-Life 2
2013,2,World of Goo
2013,2,
2013,3,Trials Evolution: Gold Edition
2013,28,Kerbal Space Program
2013,29,Far Cry 3
2013,8,Farming Simulator 2013 Titanium Edition
2013,6,DmC: Devil May Cry
2013,1,Cargo Commander
2013,2,RPG Maker VX Ace
2013,8,Thomas Was Alone
2013,7,McPixel
2013,1,Jack Lumber
2013,1,Mount & Blade
2013,3,Resident Evil 6 / Biohazard 6
2013,1,
2013,74,DayZ
2013,13,Little Inferno
2013,1,
2013,17,Age of Empires II HD
2013,1,
2013,48,Super Hexagon
2013,4,Rocksmith® 2014 Edition - Remastered
2013,1,
2013,1,Penumbra Overture
2013,1,The Cave
2013,26,The Stanley Parable
2013,1,Zeno Clash
2013,1,Rock of Ages
2013,1,Resident Evil Revelations / Biohazard Revelations
2013,1,Champions of Regnum
2013,7,Reus
2013,8,Wargame: Airland Battle
2013,4,Insurgency
2013,2,Dead Pixels
2013,2,Fallout 3
2013,2,The Elder Scrolls III: Morrowind® Game of the Year Edition
2013,4,The Elder Scrolls IV: Oblivion® Game of the Year Edition
2013,1,
2013,7,POSTAL 2
2013,1,Miasmata
2013,1,
2013,1,
2013,9,Fallout 3: Game of the Year Edition
2013,29,Cry of Fear
2013,2,DCS World
2013,19,Fallout: New Vegas
2013,1,Ys I & II Chronicles+
2013,1,
2013,83,No More Room in Hell
2013,1,
2013,1,
2013,2,Gnomoria
2013,37,Ace of Spades: Battle Builder
2013,10,Arma II: DayZ Mod
2013,9,Defiance
2013,7,FEZ
2013,3,Super House of Dead Ninjas
2013,1,Tomb Raider I
2013,5,Brothers - A Tale of Two Sons
2013,6,
2013,1,Shadow Warrior Classic Redux
2013,7,Brutal Legend
2013,1,DARK
2013,1,Cities in Motion 2
2013,1,Blade Symphony
2013,1,Worms Reloaded
2013,1,Alien Breed: Impact
2013,4,
2013,1,Desktop Dungeons
2013,28,
2013,2,Monster Loves You!
2013,2,Ironclad Tactics
2013,7,
2013,1,Rise of Venice
2013,7,Sniper Elite: Nazi Zombie Army
2013,1,Kingdom Wars
2013,2,
2013,10,Euro Truck Simulator 2
2013,2,God Mode
2013,9,
2013,1,Castle Story
2013,1,Ultimate Doom
2013,2,Fallen Enchantress: Legendary Heroes
2013,2,Baldur's Gate: Enhanced Edition
2013,4,Remember Me
2013,1,
2013,9,DLC Quest
2013,1,War for the Overworld
2013,1,Akaneiro: Demon Hunters
2013,100,Warframe
2013,1,La-Mulana
2013,2,
2013,2,Ragnarok Online 2
2013,1,Cities XL Platinum
2013,1,The Swapper
2013,1,
2013,1,
2013,1,MirrorMoon EP
2013,12,Company of Heroes 2
2013,1,Euro Truck Simulator
2013,1,Eador. Masters of the Broken World
2013,8,Gone Home
2013,1,Mars: War Logs
2013,7,
2013,6,TrackMania² Stadium
2013,1,The Last Remnant™
2013,8,Shadow Warrior
2013,3,
2013,5,Far Cry 3 - Blood Dragon
2013,1,The Raven - Legacy of a Master Thief
2013,6,Prison Architect
2013,1,Evoland
2013,30,Surgeon Simulator
2013,3,Worms Clan Wars
2013,4,
2013,3,UnEpic
2013,1,Castlevania: Lords of Shadow – Ultimate Edition
2013,1,Receiver
2013,1,
2013,2,Marvel Puzzle Quest
2013,3,
2013,3,Shadowrun Returns
2013,9,Poker Night 2
2013,1,
2013,2,Prime World: Defenders
2013,2,King’s Bounty: Legions
2013,2,Tom Clancy’s Splinter Cell Blacklist
2013,1,
2013,1,MINERVA
2013,5,Audiosurf 2
2013,1,Tetrobot and Co.
2013,7,Dust: An Elysian Tail
2013,3,Interstellar Marines
2013,49,War Thunder
2013,1,
2013,3,Europa Universalis IV
2013,3,Mortal Kombat Komplete Edition
2013,5,Elsword
2013,2,DuckTales: Remastered
2013,1,Angry Video Game Nerd Adventures
2013,2,Deus Ex: Human Revolution - Director's Cut
2013,2,
2013,1,
2013,1,System Shock 2
2013,3,Pinball Arcade
2013,1,Legend of Dungeon
2013,11,Outlast
2013,5,Contagion
2013,37,
2013,14,"Papers, Please"
2013,2,Hammerwatch
2013,2,Amnesia: A Machine for Pigs
2013,3,
2013,9,Spelunky
2013,1,
2013,10,Soldier Front 2
2013,1,Hate Plus
2013,3,Bleed
2013,22,Game Dev Tycoon
2013,42,Counter-Strike: Source
2013,2,The Ship: Murder Party
2013,3,Train Simulator
2013,1,
2013,3,
2013,1,
2013,1,Wasteland 2: Director's Cut
2013,15,State of Decay
2013,12,Rogue Legacy
2013,7,
2013,1,
2013,2,Guncraft
2013,11,DC Universe™ Online
2013,18,Assassin’s Creed® IV Black Flag™
2013,27,PAYDAY™ The Heist
2013,1,Rayman® Legends
2013,3,Space Hulk
2013,3,Injustice: Gods Among Us Ultimate Edition
2013,1,Day One : Garry's Incident
2013,6,Verdun
2013,3,"Sir, You Are Being Hunted"
